,gene function,organism,oualidia_1_counts,phylum,class,order,family
5113,carboxypeptidase Taq,Xanthobacter autotrophicus Py2,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae
5114,cardiolipin synthetase,Marinobacter aquaeolei VT8,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
5115,cardiolipin synthetase,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,2,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
5116,carnitine palmitoyltransferase,Ixodes scapularis,1,Arthropoda,Arachnida,Ixodida,Ixodidae
5117,casein kinase,Gallus gallus,2,Chordata,Aves,Galliformes,Phasianidae
5118,casein kinase i,Aedes aegypti,3,Arthropoda,Insecta,Diptera,Culicidae
5119,catalase,Pseudoalteromonas atlantica T6c,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
5120,catalase,Rhodobacterales bacterium HTCC2255,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,
5121,catalase (including: peroxidase,Halobacterium salinarum R1,1,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae
5122,catalase-peroxidase KatB,Legionella pneumophila str. Lens,4,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
5123,catalase/peroxidase HPI,Cellvibrio japonicus Ueda107,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
5124,catalase/peroxidase HPI,Flavobacteria bacterium BAL38,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,
5125,catalase/peroxidase HPI,Leptothrix cholodnii SP-6,2,Proteobacteria,Betaproteobacteria,Burkholderiales,
5126,catalase/peroxidase HPI,Marinomonas sp. MWYL1,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
5127,catalase/peroxidase HPI,Mycobacterium vanbaalenii PYR-1,1,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
5128,catalase/peroxidase HPI,Octadecabacter antarcticus 307,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5129,catalase/peroxidase HPI,Planctomyces limnophilus DSM 3776,7,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
5130,catalase/peroxidase HPI,alpha proteobacterium HIMB114,76,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
5131,catalyti,Ricinus communis,1,Streptophyta,,Malpighiales,Euphorbiaceae
5132,catalytic,Arabidopsis thaliana,1,Streptophyta,,Brassicales,Brassicaceae
5133,catalytic domain of components of various dehydrogenase complexes,Pedobacter heparinus DSM 2366,2,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
5134,cathepsin Z precursor,Rattus norvegicus,1,Chordata,Mammalia,Rodentia,Muridae
5135,cation diffusion facilitator family transporter,Coraliomargarita akajimensis DSM 45221,2,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae
5136,cation diffusion facilitator family transporter,Oligotropha carboxidovorans OM5,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
5137,cation efflux family protein,Burkholderia thailandensis E264,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
5138,cation efflux protein,Chryseobacterium gleum ATCC 35910,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
5139,cation efflux protein,Leptospira biflexa serovar Patoc strain ''Patoc 1 (Ames)'',1,Spirochaetes,Spirochaetia,,Leptospiraceae
5140,cation transport ATPase,Lactobacillus brevis ATCC 367,1,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
5141,cation transport ATPase,Maribacter sp. HTCC2170,3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
5142,cation transporter,Parvibaculum lavamentivorans DS-1,3,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae
5143,cation transporter,Rhodobacter sphaeroides ATCC 17025,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5144,cation transporting ATPas,Aspergillus clavatus NRRL 1,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae
5145,cation transporting ATPase,Aurantimonas manganoxydans SI85-9A1,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae
5146,cation-efflux family protein,Francisella novicida FTE,1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae
5147,cation-transporting ATPas,Croceibacter atlanticus HTCC2559,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
5148,cation-transporting ATPase,Leishmania infantum JPCM5,1,,,Kinetoplastida,Trypanosomatidae
5149,cation/multidrug efflux pump,Vibrio vulnificus CMCP6,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
5150,cbb3-type cytochrome c oxidase subunit I,Shewanella frigidimarina NCIMB 400,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
5151,cbb3-type cytochrome c oxidase subunit I,Thioalkalivibrio sp. HL-EbGR7,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
5152,cbb3-type cytochrome c oxidase subunit II,Pelodictyon phaeoclathratiforme BU-1,1,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae
5153,cbb3-type cytochrome c oxidase subunit II,Pseudomonas stutzeri A1501,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
5154,ccr4-not transcription comple,Perkinsus marinus ATCC 50983,1,,,Perkinsida,Perkinsidae
5155,cell cycle control protein cwf4,Thalassiosira pseudonana CCMP1335,1,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae
5156,cell cycle protein,Arcanobacterium haemolyticum DSM 20595,1,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae
5157,cell division ATP-binding protein fts,Methylophilales bacterium HTCC2181,1,Proteobacteria,Betaproteobacteria,Methylophilales,
5158,cell division FtsK/SpoIIIE,Nitrosococcus halophilus Nc4,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae
5159,cell division FtsK/SpoIIIE,Rhodobacter sphaeroides ATCC 17025,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5160,cell division FtsK/SpoIIIE,Thermobispora bispora DSM 43833,2,Actinobacteria,Actinobacteria,,
5161,cell division control protein 2 kinas,Penicillium marneffei ATCC 18224,1,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae
5162,cell division control protein Cdc48,Aspergillus fumigatus Af293,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae
5163,cell division cycle protein 48,Ajellomyces capsulatus NAm1,1,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae
5164,cell division cycle protein 48,Entamoeba histolytica HM-1:IMSS,1,,,,Entamoebidae
5165,cell division membrane protein,Streptosporangium roseum DSM 43021,1,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae
5166,cell division metalloproteinase protein,Rhizobium etli CFN 42,2,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
5167,cell division protease ftsH,Legionella pneumophila str. Lens,5,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
5168,cell division protei,Alteromonadales bacterium TW-7,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,
5169,cell division protei,Cytophaga hutchinsonii ATCC 33406,1,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
5170,cell division protein,Erythrobacter litoralis HTCC2594,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
5171,cell division protein,Flavobacteriales bacterium ALC-1,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,
5172,cell division protein,Fulvimarina pelagi HTCC2506,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae
5173,cell division protein,Nostoc sp. PCC 7120,2,Cyanobacteria,,Nostocales,Nostocaceae
5174,cell division protein FtsA,Alcanivorax borkumensis SK2,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
5175,cell division protein FtsA,Denitrovibrio acetiphilus DSM 12809,1,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae
5176,cell division protein FtsH,Alteromonas macleodii ''Deep ecotype'',2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
5177,cell division protein FtsH,Reinekea blandensis MED297,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae
5178,cell division protein FtsH,Selenomonas sp. oral taxon 149 str. 67H29BP,1,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae
5179,cell division protein FtsH,Sphingobacterium spiritivorum ATCC 33861,2,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
5180,cell division protein FtsI,Candidatus Pelagibacter ubique HTCC1062,24,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
5181,cell division protein FtsW,Candidatus Pelagibacter sp. HTCC7211,5,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
5182,cell division protein FtsW,Candidatus Pelagibacter ubique HTCC1002,2,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
5183,cell division protein FtsW,Maritimibacter alkaliphilus HTCC2654,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5184,cell division protein FtsW,Pseudomonas syringae pv. phaseolicola 1448A,2,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
5185,cell division protein FtsZ,Ehrlichia ruminantium str. Welgevonden,1,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae
5186,cell division protein FtsZ,Gemella haemolysans ATCC 10379,1,Firmicutes,Bacilli,Bacillales,
5187,cell division protein FtsZ,Legionella drancourtii LLAP12,1,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
5188,cell division protein FtsZ,Methylococcus capsulatus str. Bath,1,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae
5189,cell division protein FtsZ,Pelotomaculum thermopropionicum SI,2,Firmicutes,Clostridia,Clostridiales,Peptococcaceae
5190,cell division protein FtsZ,Sinorhizobium meliloti AK83,5,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
5191,cell division protein ZapA,alpha proteobacterium HIMB114,6,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
5192,cell division protein ftsH,Paulinella chromatophora,1,,,Euglyphida,Paulinellidae
5193,cell division protein ftsH-like protein,Streptomyces viridochromogenes DSM 40736,1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
5194,cell division protein ftsQ,Ruegeria pomeroyi DSS-3,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5195,cell division protein ftsY,Candidatus Puniceispirillum marinum IMCC1322,4,Proteobacteria,Alphaproteobacteria,,
5196,cell division protein ftsZ,Phytophthora infestans T30-4,1,,Oomycetes,Peronosporales,
5197,cell divisionFtsK/SpoIIIE,Akkermansia muciniphila ATCC BAA-835,1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae
5198,cell divisionFtsK/SpoIIIE,Xylella fastidiosa M23,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
5199,cell envelope integrity inner membrane protein TolA,Haemophilus influenzae PittGG,2,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
5200,cell shape determining protei,Geobacillus sp. Y412MC52,1,Firmicutes,Bacilli,Bacillales,Bacillaceae
5201,cell surface protein,Methanosarcina acetivorans C2A,18,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
5202,cell surface protein,Methanosarcina barkeri str. Fusaro,26,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
5203,cell wall associated biofilm protein,Croceibacter atlanticus HTCC2559,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
5204,cell wall surface anchor (LPXTG motf) family protein,Listeria seeligeri serovar 1/2b str. SLCC3954,1,Firmicutes,Bacilli,Bacillales,Listeriaceae
5205,cell wall surface anchor family protein,Bdellovibrio bacteriovorus HD100,1,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae
5206,cell wall surface anchor family protein,Microscilla marina ATCC 23134,1,Bacteroidetes,Cytophagia,Cytophagales,Microscillaceae
5207,cell wall surface anchor family protein,Psychroflexus torquis ATCC 700755,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
5208,cellobiose-phosphorylase,Prevotella buccae ATCC 33574,1,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae
5209,centaurin gamma 1,Drosophila melanogaster,1,Arthropoda,Insecta,Diptera,Drosophilidae
5210,centri,Cryptosporidium parvum Iowa II,2,Apicomplexa,Coccidia,Eucoccidiorida,Cryptosporidiidae
5211,centrin,Chlamydomonas reinhardtii,3,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae
5212,centrin-1,Macaca mulatta,3,Chordata,Mammalia,Primates,Cercopithecidae
5213,cfr family radical SAM enzyme,Brevibacterium mcbrellneri ATCC 49030,4,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae
5214,chaperon,Clavibacter michiganensis subsp. michiganensis NCPPB 382,1,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
5215,chaperone DnaK,Rhodobacter capsulatus SB 1003,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5216,chaperone Hsp90,Ralstonia solanacearum PSI07,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
5217,chaperone protein ClpB,Arthrobacter arilaitensis Re117,4,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
5218,chaperone protein DnaJ,Bacillus halodurans C-125,1,Firmicutes,Bacilli,Bacillales,Bacillaceae
5219,chaperone protein DnaJ,Maribacter sp. HTCC2170,6,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
5220,chaperone protein DnaJ,Marinomonas sp. MWYL1,5,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
5221,chaperone protein DnaJ,Mesorhizobium loti MAFF303099,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
5222,chaperone protein DnaJ,beta proteobacterium KB13,6,Proteobacteria,Betaproteobacteria,Methylophilales,
5223,chaperone protein DnaK,Ethanoligenens harbinense YUAN-3,1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
5224,chaperone protein DnaK,Methanohalobium evestigatum Z-7303,1,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
5225,chaperone protein DnaK,Oceanicola batsensis HTCC2597,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5226,chaperone protein DnaK,Parvibaculum lavamentivorans DS-1,3,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae
5227,chaperone protein DnaK,Roseiflexus castenholzii DSM 13941,1,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae
5228,chaperone protein DnaK,Verrucomicrobiae bacterium DG1235,1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,
5229,chaperone protein DnaK,gamma proteobacterium NOR5-3,2,Chordata,Mammalia,Primates,Hominidae
5230,chaperone protein HtpG,Providencia rettgeri DSM 1131,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae
5231,chaperone protein clpB,Helicobacter cinaedi CCUG 18818,1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae
5232,chaperone protein dnaJ (heat shock protein J) (HSP40,Pseudoalteromonas sp. SM9913,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae
5233,chaperoni,Marinomonas sp. MED121,3,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
5234,chaperonin Cpn10,Acidovorax citrulli AAC00-1,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
5235,chaperonin CsaA,Roseobacter sp. GAI101,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5236,chaperonin GroEL,Acidovorax citrulli AAC00-1,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
5237,chaperonin GroEL,Bartonella quintana str. Toulouse,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae
5238,chaperonin GroEL,Brevibacterium linens BL2,1,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae
5239,chaperonin GroEL,Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum),1,Streptophyta,,Lamiales,Orobanchaceae
5240,chaperonin GroEL,Burkholderia cenocepacia HI2424,2,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
5241,chaperonin GroEL,Candidatus Zinderia insecticola CARI,9,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
5242,chaperonin GroEL,Caulobacter sp. K31,1,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae
5243,chaperonin GroEL,Croceibacter atlanticus HTCC2559,3,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
5244,chaperonin GroEL,Cupriavidus metallidurans CH34,2,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
5245,chaperonin GroEL,Cyanothece sp. PCC 7822,3,Cyanobacteria,,Oscillatoriales,Cyanothecaceae
5246,chaperonin GroEL,Elusimicrobium minutum Pei191,3,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae
5247,chaperonin GroEL,Flavobacteria bacterium MS024-3C,2,Bacteroidetes,Flavobacteriia,,
5248,chaperonin GroEL,Fusobacterium nucleatum subsp. polymorphum ATCC 10953,1,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
5249,chaperonin GroEL,Haemophilus influenzae PittEE,1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
5250,chaperonin GroEL,Haliangium ochraceum DSM 14365,1,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae
5251,chaperonin GroEL,Hydrogenobaculum sp. Y04AAS1,1,Aquificae,Aquificae,Aquificales,Aquificaceae
5252,chaperonin GroEL,Mesorhizobium loti MAFF303099,6,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
5253,chaperonin GroEL,Mycobacterium tuberculosis KZN V2475,3,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
5254,chaperonin GroEL,Nostoc sp. PCC 7120,6,Cyanobacteria,,Nostocales,Nostocaceae
5255,chaperonin GroEL,Oceanicola granulosus HTCC2516,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5256,chaperonin GroEL,Parabacteroides distasonis ATCC 8503,4,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
5257,chaperonin GroEL,Persephonella marina EX-H1,2,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae
5258,chaperonin GroEL,Prochlorococcus marinus str. MIT 9312,2,Cyanobacteria,,Synechococcales,Prochloraceae
5259,chaperonin GroEL,Prochlorococcus marinus str. NATL2A,1,Cyanobacteria,,Synechococcales,Prochloraceae
5260,chaperonin GroEL,Prochlorococcus marinus subsp. marinus str. CCMP1375,2,Cyanobacteria,,Synechococcales,Prochloraceae
5261,chaperonin GroEL,Rhizobium leguminosarum bv. trifolii WSM1325,3,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
5262,chaperonin GroEL,Rickettsia rickettsii str. ''Sheila Smith'',2,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
5263,chaperonin GroEL,Sinorhizobium meliloti BL225C,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
5264,chaperonin GroEL,Thermosynechococcus elongatus BP-1,5,Cyanobacteria,,Synechococcales,Synechococcaceae
5265,chaperonin GroEL,Verrucomicrobium spinosum DSM 4136,4,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae
5266,chaperonin GroEL,Vibrio vulnificus CMCP6,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
5267,chaperonin GroEL,Victivallis vadensis ATCC BAA-548,3,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae
5268,chaperonin GroEL,Xanthomonas fuscans subsp. aurantifolii str. ICPB 10535,1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae
5269,chaperonin GroEL,marine actinobacterium PHSC20C1,6,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
5270,chaperonin GroEL (Hsp6,Methylophilales bacterium HTCC2181,6,Proteobacteria,Betaproteobacteria,Methylophilales,
5271,chaperonin GroEL (Hsp6,Thiobacillus denitrificans ATCC 25259,1,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae
5272,chaperonin GroL,Brevibacterium mcbrellneri ATCC 49030,7,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae
5273,chaperonin GroL,Rhodobacteraceae bacterium HTCC2083,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5274,chaperonin GroL,Ruminococcus albus 8,1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
5275,chaperonin GroL,Selenomonas noxia ATCC 43541,1,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae
5276,chemotaxis protein CheA,Erythrobacter sp. SD-21,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
5277,chemotaxis protein CheA (C terminus homologous to cheY),Rhodospirillum centenum SW,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
5278,chemotaxis protein ChpA,Dichelobacter nodosus VCS1703A,1,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae
5279,chemotaxis-specific methylesterase,Geobacter uraniireducens Rf4,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
5280,chitinase,Mycobacterium gilvum PYR-GCK,1,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
5281,chitinase,Vibrio vulnificus CMCP6,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
5282,chitinase-like domain-containing protein,Synechococcus sp. RCC307,5,Cyanobacteria,,Synechococcales,Synechococcaceae
5283,chloramphenicol acetyltransferas,Phaeobacter gallaeciensis 2.10,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5284,chlorophyllide reductase subunit Z,Rhodobacter sp. SW2,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5285,chlorophyllide reductase subunit Z,Roseobacter denitrificans OCh 114,3,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5286,choline ABC transporte,Roseobacter sp. GAI101,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5287,choline dehydrogenase,Candidatus Pelagibacter sp. HTCC7211,2,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
5288,choline dehydrogenase,Klebsiella pneumoniae NTUH-K2044,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
5289,choline dehydrogenase,Rhodobacterales bacterium Y4I,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,
5290,choline dehydrogenase,Sulfitobacter sp. EE-36,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5291,choline sulfatase,Lentisphaera araneosa HTCC2155,4,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae
5292,choline sulfatase,Maritimibacter alkaliphilus HTCC2654,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
5293,choline/carnitine/betaine transport,Zunongwangia profunda SM-A87,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
5294,choline/carnitine/betaine transporter,Alkaliphilus metalliredigens QYMF,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
5295,choline/carnitine/betaine transporter,Desulfotomaculum reducens MI-1,1,Firmicutes,Clostridia,Clostridiales,Peptococcaceae
5296,cholinesterase precursor,Mus musculus,1,Chordata,Mammalia,Rodentia,Muridae
5297,chorismate mutase,Marinomonas sp. MWYL1,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
5298,chorismate mutase/prephenate dehydratase,Verrucomicrobium spinosum DSM 4136,1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae
5299,chorismate synthase,Algoriphagus sp. PR1,1,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae
5300,chorismate synthase,Bacteroides sp. 4_3_47FAA,1,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
5301,chorismate synthase,Magnetococcus sp. MC-1,1,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae
5302,chorismate synthase,Methylacidiphilum infernorum V4,1,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae
5303,chorismate synthase,Planctomyces maris DSM 8797,1,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
5304,chorismate synthase,Saccharophagus degradans 2-40,5,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
5305,chorismate synthase,Shewanella frigidimarina NCIMB 400,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
5306,chorismate synthase,Synechococcus sp. PCC 7335,2,Cyanobacteria,,Synechococcales,Synechococcaceae
5307,chromate transporter,Flavobacterium johnsoniae UW101,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
5308,chromate transporter,Pseudomonas putida F1,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
5309,chromatin protein family,Arabidopsis thaliana,1,Streptophyta,,Brassicales,Brassicaceae
5310,chromatin remodeling complex subunit,Populus trichocarpa,1,Streptophyta,,Malpighiales,Salicaceae
5311,chromodomain helicase DNA binding protein 1-like,Bos taurus,1,Chordata,Mammalia,,Bovidae
5312,chromodomain-helicase-DNA-binding protein,Chlamydomonas reinhardtii,1,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae
5313,chromodomain-helicase-DNA-binding protein,Entamoeba histolytica HM-1:IMSS,3,,,,Entamoebidae
5314,chromosomal replication initiation protein,Chloroflexus aggregans DSM 9485,1,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae
5315,chromosomal replication initiation protein,Magnetospirillum magneticum AMB-1,2,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
5316,chromosomal replication initiation protein,Pseudomonas syringae pv. phaseolicola 1448A,6,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
5317,chromosomal replication initiation protein,Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
5318,chromosomal replication initiation protein,Streptomyces coelicolor A3(2),1,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
5319,chromosomal replication initiator protein DnaA,Candidatus Solibacter usitatus Ellin6076,1,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae
